Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Destroyed: fee6 (distance: 43, speed: 3, health: 0)
Destroyed: noah295 (distance: 116, speed: 8, health: 0)
Destroyed: bing220 (distance: 29, speed: 2, health: 0)
Destroyed: potatobot152 (distance: 140, speed: 10, health: 0)
Destroyed: cris399 (distance: 46, speed: 3, health: 0)
Destroyed: paoletti252 (distance: 154, speed: 10, health: 0)
Destroyed: potatobot206 (distance: 139, speed: 9, health: 0)
Destroyed: paoletti90 (distance: 95, speed: 6, health: 0)
Destroyed: noah142 (distance: 137, speed: 9, health: 0)
Destroyed: bing193 (distance: 114, speed: 7, health: 0)
Destroyed: fee267 (distance: 151, speed: 9, health: 0)
Destroyed: noah241 (distance: 166, speed: 10, health: 0)
Destroyed: potatobot296 (distance: 161, speed: 10, health: 0)
Destroyed: garcia137 (distance: 81, speed: 5, health: 0)
Destroyed: will59 (distance: 81, speed: 5, health: 0)
Destroyed: will86 (distance: 64, speed: 4, health: 0)
At the end of round 1, the median zombie lifetime is 1
Round: 2
Moved: paoletti0 (distance: 74, speed: 2, health: 2)
Moved: garcia2 (distance: 127, speed: 6, health: 1)
Moved: cris3 (distance: 126, speed: 4, health: 2)
Moved: bing4 (distance: 152, speed: 3, health: 4)
Moved: noah7 (distance: 132, speed: 1, health: 5)
Moved: potatobot8 (distance: 147, speed: 3, health: 2)
Moved: paoletti9 (distance: 217, speed: 3, health: 3)
Moved: darden10 (distance: 175, speed: 5, health: 5)
Moved: garcia11 (distance: 125, speed: 3, health: 1)
Moved: cris12 (distance: 252, speed: 7, health: 2)
Moved: bing13 (distance: 66, speed: 2, health: 1)
Moved: will14 (distance: 231, speed: 2, health: 3)
Moved: fee15 (distance: 221, speed: 4, health: 1)
Moved: potatobot17 (distance: 120, speed: 4, health: 5)
Moved: paoletti18 (distance: 169, speed: 2, health: 3)
Moved: darden19 (distance: 252, speed: 8, health: 4)
Moved: garcia20 (distance: 103, speed: 4, health: 5)
Moved: cris21 (distance: 103, speed: 6, health: 2)
Moved: will23 (distance: 163, speed: 10, health: 4)
Moved: fee24 (distance: 236, speed: 10, health: 3)
Moved: noah25 (distance: 250, speed: 10, health: 5)
Moved: paoletti27 (distance: 119, speed: 6, health: 3)
Moved: darden28 (distance: 160, speed: 9, health: 4)
Moved: garcia29 (distance: 164, speed: 5, health: 5)
Moved: cris30 (distance: 219, speed: 4, health: 5)
Moved: bing31 (distance: 179, speed: 3, health: 3)
Moved: fee33 (distance: 229, speed: 9, health: 5)
Moved: noah34 (distance: 183, speed: 10, health: 4)
Moved: paoletti36 (distance: 254, speed: 3, health: 3)
Moved: darden37 (distance: 291, speed: 9, health: 3)
Moved: garcia38 (distance: 164, speed: 5, health: 2)
Moved: bing40 (distance: 229, speed: 3, health: 4)
Moved: will41 (distance: 121, speed: 2, health: 3)
Moved: fee42 (distance: 283, speed: 5, health: 3)
Moved: noah43 (distance: 155, speed: 2, health: 4)
Moved: potatobot44 (distance: 153, speed: 9, health: 2)
Moved: darden46 (distance: 140, speed: 6, health: 2)
Moved: garcia47 (distance: 146, speed: 6, health: 5)
Moved: bing49 (distance: 81, speed: 1, health: 5)
Moved: will50 (distance: 165, speed: 10, health: 1)
Moved: noah52 (distance: 149, speed: 8, health: 2)
Moved: potatobot53 (distance: 112, speed: 6, health: 5)
Moved: paoletti54 (distance: 104, speed: 1, health: 1)
Moved: darden55 (distance: 268, speed: 9, health: 1)
Moved: garcia56 (distance: 264, speed: 9, health: 4)
Moved: cris57 (distance: 141, speed: 8, health: 2)
Moved: bing58 (distance: 169, speed: 2, health: 5)
Moved: fee60 (distance: 277, speed: 7, health: 3)
Moved: noah61 (distance: 216, speed: 8, health: 4)
Moved: potatobot62 (distance: 219, speed: 8, health: 3)
Moved: paoletti63 (distance: 164, speed: 9, health: 1)
Moved: darden64 (distance: 195, speed: 3, health: 3)
Moved: garcia65 (distance: 166, speed: 6, health: 5)
Moved: cris66 (distance: 277, speed: 7, health: 3)
Moved: bing67 (distance: 152, speed: 2, health: 2)
Moved: will68 (distance: 278, speed: 3, health: 1)
Moved: fee69 (distance: 196, speed: 4, health: 1)
Moved: noah70 (distance: 62, speed: 3, health: 1)
Moved: potatobot71 (distance: 125, speed: 1, health: 4)
Moved: cris75 (distance: 241, speed: 7, health: 2)
Moved: bing76 (distance: 107, speed: 3, health: 1)
Moved: noah79 (distance: 215, speed: 4, health: 2)
Moved: potatobot80 (distance: 209, speed: 3, health: 1)
Moved: paoletti81 (distance: 272, speed: 1, health: 3)
Moved: darden82 (distance: 286, speed: 6, health: 2)
Moved: garcia83 (distance: 238, speed: 8, health: 2)
Moved: fee87 (distance: 87, speed: 1, health: 4)
Moved: potatobot89 (distance: 82, speed: 5, health: 4)
Moved: darden91 (distance: 150, speed: 2, health: 1)
Moved: bing94 (distance: 262, speed: 2, health: 1)
Moved: will95 (distance: 237, speed: 8, health: 5)
Moved: fee96 (distance: 183, speed: 9, health: 3)
Moved: noah97 (distance: 95, speed: 1, health: 5)
Moved: paoletti99 (distance: 92, speed: 2, health: 4)
Moved: darden100 (distance: 250, speed: 10, health: 2)
Moved: cris102 (distance: 229, speed: 6, health: 2)
Moved: bing103 (distance: 231, speed: 6, health: 3)
Moved: will104 (distance: 117, speed: 4, health: 1)
Moved: noah106 (distance: 77, speed: 1, health: 3)
Moved: potatobot107 (distance: 285, speed: 9, health: 5)
Moved: paoletti108 (distance: 128, speed: 4, health: 5)
Moved: bing112 (distance: 88, speed: 5, health: 5)
Moved: will113 (distance: 116, speed: 5, health: 3)
Moved: fee114 (distance: 187, speed: 1, health: 2)
Moved: potatobot116 (distance: 149, speed: 5, health: 3)
Moved: darden118 (distance: 255, speed: 4, health: 1)
Moved: garcia119 (distance: 273, speed: 10, health: 4)
Moved: cris120 (distance: 269, speed: 1, health: 5)
Moved: will122 (distance: 154, speed: 8, health: 5)
Moved: fee123 (distance: 148, speed: 6, health: 3)
Moved: potatobot125 (distance: 201, speed: 6, health: 4)
Moved: paoletti126 (distance: 139, speed: 6, health: 5)
Moved: darden127 (distance: 136, speed: 7, health: 5)
Moved: garcia128 (distance: 65, speed: 2, health: 4)
Moved: bing130 (distance: 242, speed: 2, health: 1)
Moved: fee132 (distance: 48, speed: 1, health: 2)
Moved: paoletti135 (distance: 177, speed: 3, health: 2)
Moved: will140 (distance: 86, speed: 3, health: 4)
Moved: fee141 (distance: 143, speed: 1, health: 3)
Moved: darden145 (distance: 289, speed: 1, health: 5)
Moved: garcia146 (distance: 169, speed: 2, health: 5)
Moved: bing148 (distance: 78, speed: 4, health: 1)
Moved: will149 (distance: 256, speed: 3, health: 5)
Moved: paoletti153 (distance: 142, speed: 5, health: 3)
Moved: garcia155 (distance: 81, speed: 1, health: 5)
Moved: cris156 (distance: 277, speed: 2, health: 5)
Moved: bing157 (distance: 251, speed: 6, health: 5)
Moved: will158 (distance: 179, speed: 9, health: 4)
Moved: fee159 (distance: 58, speed: 2, health: 5)
Moved: potatobot161 (distance: 277, speed: 5, health: 4)
Moved: darden163 (distance: 189, speed: 3, health: 3)
Moved: garcia164 (distance: 98, speed: 2, health: 5)
Moved: cris165 (distance: 262, speed: 3, health: 2)
Moved: bing166 (distance: 219, speed: 2, health: 4)
Moved: will167 (distance: 110, speed: 5, health: 1)
Moved: fee168 (distance: 159, speed: 5, health: 5)
Moved: noah169 (distance: 108, speed: 5, health: 1)
Moved: potatobot170 (distance: 65, speed: 3, health: 3)
Moved: darden172 (distance: 176, speed: 7, health: 5)
Moved: garcia173 (distance: 93, speed: 5, health: 1)
Moved: cris174 (distance: 179, speed: 5, health: 1)
Moved: bing175 (distance: 290, speed: 3, health: 2)
Moved: will176 (distance: 278, speed: 8, health: 2)
Moved: fee177 (distance: 56, speed: 3, health: 4)
Moved: noah178 (distance: 115, speed: 7, health: 5)
Moved: potatobot179 (distance: 222, speed: 8, health: 5)
Moved: paoletti180 (distance: 260, speed: 4, health: 1)
Moved: bing184 (distance: 53, speed: 3, health: 5)
Moved: will185 (distance: 234, speed: 1, health: 4)
Moved: fee186 (distance: 157, speed: 3, health: 2)
Moved: noah187 (distance: 242, speed: 6, health: 5)
Moved: potatobot188 (distance: 127, speed: 4, health: 2)
Moved: darden190 (distance: 162, speed: 1, health: 5)
Moved: garcia191 (distance: 245, speed: 4, health: 3)
Moved: cris192 (distance: 170, speed: 5, health: 1)
Moved: will194 (distance: 45, speed: 1, health: 2)
Moved: fee195 (distance: 231, speed: 10, health: 1)
Moved: noah196 (distance: 71, speed: 4, health: 1)
Moved: potatobot197 (distance: 266, speed: 1, health: 5)
Moved: paoletti198 (distance: 280, speed: 7, health: 2)
Moved: will203 (distance: 158, speed: 2, health: 1)
Moved: paoletti207 (distance: 203, speed: 8, health: 5)
Moved: darden208 (distance: 257, speed: 9, health: 2)
Moved: garcia209 (distance: 206, speed: 10, health: 5)
Moved: cris210 (distance: 185, speed: 8, health: 1)
Moved: bing211 (distance: 172, speed: 4, health: 3)
Moved: will212 (distance: 192, speed: 2, health: 3)
Moved: fee213 (distance: 292, speed: 6, health: 5)
Moved: noah214 (distance: 160, speed: 5, health: 5)
Moved: potatobot215 (distance: 228, speed: 8, health: 5)
Moved: paoletti216 (distance: 225, speed: 3, health: 3)
Moved: darden217 (distance: 100, speed: 2, health: 1)
Moved: garcia218 (distance: 159, speed: 3, health: 3)
Moved: noah223 (distance: 238, speed: 6, health: 5)
Moved: potatobot224 (distance: 216, speed: 1, health: 5)
Moved: paoletti225 (distance: 243, speed: 10, health: 5)
Moved: garcia227 (distance: 217, speed: 7, health: 1)
Moved: bing229 (distance: 201, speed: 8, health: 5)
Moved: will230 (distance: 239, speed: 9, health: 1)
Moved: noah232 (distance: 189, speed: 4, health: 5)
Moved: darden235 (distance: 238, speed: 8, health: 4)
Moved: fee240 (distance: 191, speed: 10, health: 4)
Moved: paoletti243 (distance: 96, speed: 6, health: 5)
Moved: darden244 (distance: 112, speed: 3, health: 2)
Moved: garcia245 (distance: 229, speed: 10, health: 2)
Moved: cris246 (distance: 284, speed: 6, health: 5)
Moved: bing247 (distance: 115, speed: 5, health: 1)
Moved: fee249 (distance: 98, speed: 5, health: 4)
Moved: noah250 (distance: 51, speed: 3, health: 1)
Moved: potatobot251 (distance: 132, speed: 1, health: 5)
Moved: darden253 (distance: 233, speed: 3, health: 5)
Moved: garcia254 (distance: 184, speed: 5, health: 3)
Moved: cris255 (distance: 247, speed: 7, health: 2)
Moved: bing256 (distance: 219, speed: 2, health: 4)
Moved: will257 (distance: 295, speed: 4, health: 1)
Moved: fee258 (distance: 192, speed: 9, health: 4)
Moved: noah259 (distance: 239, speed: 10, health: 1)
Moved: potatobot260 (distance: 264, speed: 8, health: 2)
Moved: garcia263 (distance: 263, speed: 5, health: 2)
Moved: cris264 (distance: 125, speed: 2, health: 5)
Moved: bing265 (distance: 185, speed: 9, health: 2)
Moved: will266 (distance: 155, speed: 7, health: 2)
Moved: paoletti270 (distance: 142, speed: 5, health: 4)
Moved: darden271 (distance: 289, speed: 2, health: 5)
Moved: garcia272 (distance: 286, speed: 4, health: 3)
Moved: cris273 (distance: 174, speed: 7, health: 2)
Moved: bing274 (distance: 205, speed: 7, health: 2)
Moved: fee276 (distance: 273, speed: 2, health: 3)
Moved: noah277 (distance: 140, speed: 2, health: 3)
Moved: potatobot278 (distance: 73, speed: 2, health: 3)
Moved: darden280 (distance: 172, speed: 6, health: 5)
Moved: cris282 (distance: 254, speed: 2, health: 2)
Moved: bing283 (distance: 288, speed: 4, health: 1)
Moved: will284 (distance: 247, speed: 5, health: 4)
Moved: noah286 (distance: 70, speed: 4, health: 1)
Moved: potatobot287 (distance: 101, speed: 3, health: 5)
Moved: paoletti288 (distance: 279, speed: 10, health: 2)
Moved: darden289 (distance: 151, speed: 4, health: 4)
Moved: garcia290 (distance: 273, speed: 3, health: 3)
Moved: fee294 (distance: 247, speed: 5, health: 3)
Moved: darden298 (distance: 129, speed: 3, health: 5)
Moved: garcia299 (distance: 273, speed: 8, health: 3)
Moved: cris300 (distance: 284, speed: 1, health: 3)
Moved: bing301 (distance: 287, speed: 8, health: 5)
Moved: fee303 (distance: 218, speed: 7, health: 2)
Moved: noah304 (distance: 208, speed: 6, health: 3)
Moved: potatobot305 (distance: 51, speed: 3, health: 2)
Moved: paoletti306 (distance: 218, speed: 3, health: 5)
Moved: garcia308 (distance: 110, speed: 2, health: 1)
Moved: cris309 (distance: 272, speed: 3, health: 5)
Moved: fee312 (distance: 292, speed: 7, health: 1)
Moved: potatobot314 (distance: 133, speed: 2, health: 4)
Moved: paoletti315 (distance: 213, speed: 1, health: 4)
Moved: bing319 (distance: 170, speed: 6, health: 2)
Moved: will320 (distance: 239, speed: 5, health: 2)
Moved: noah322 (distance: 95, speed: 1, health: 1)
Moved: paoletti324 (distance: 289, speed: 2, health: 1)
Moved: darden325 (distance: 198, speed: 6, health: 4)
Moved: garcia326 (distance: 242, speed: 5, health: 3)
Moved: cris327 (distance: 230, speed: 5, health: 5)
Moved: bing328 (distance: 243, speed: 3, health: 4)
Moved: will329 (distance: 233, speed: 1, health: 5)
Moved: fee330 (distance: 252, speed: 8, health: 4)
Moved: potatobot332 (distance: 239, speed: 7, health: 4)
Moved: paoletti333 (distance: 263, speed: 8, health: 5)
Moved: darden334 (distance: 235, speed: 5, health: 2)
Moved: garcia335 (distance: 196, speed: 4, health: 1)
Moved: cris336 (distance: 201, speed: 3, health: 5)
Moved: bing337 (distance: 263, speed: 2, health: 5)
Moved: will338 (distance: 150, speed: 3, health: 4)
Moved: noah340 (distance: 176, speed: 4, health: 4)
Moved: potatobot341 (distance: 220, speed: 2, health: 4)
Moved: garcia344 (distance: 213, speed: 3, health: 4)
Moved: cris345 (distance: 160, speed: 2, health: 1)
Moved: bing346 (distance: 197, speed: 8, health: 5)
Moved: will347 (distance: 188, speed: 7, health: 5)
Moved: fee348 (distance: 167, speed: 4, health: 3)
Moved: potatobot350 (distance: 60, speed: 4, health: 4)
Moved: paoletti351 (distance: 65, speed: 1, health: 1)
Moved: darden352 (distance: 243, speed: 9, health: 5)
Moved: cris354 (distance: 129, speed: 7, health: 3)
Moved: bing355 (distance: 137, speed: 8, health: 3)
Moved: will356 (distance: 136, speed: 6, health: 4)
Moved: fee357 (distance: 267, speed: 10, health: 5)
Moved: noah358 (distance: 154, speed: 8, health: 1)
Moved: potatobot359 (distance: 285, speed: 7, health: 5)
Moved: paoletti360 (distance: 225, speed: 6, health: 4)
Moved: darden361 (distance: 236, speed: 7, health: 3)
Moved: garcia362 (distance: 238, speed: 1, health: 2)
Moved: cris363 (distance: 188, speed: 7, health: 1)
Moved: bing364 (distance: 70, speed: 4, health: 1)
Moved: will365 (distance: 242, speed: 10, health: 5)
Moved: fee366 (distance: 178, speed: 10, health: 3)
Moved: noah367 (distance: 136, speed: 6, health: 1)
Moved: potatobot368 (distance: 59, speed: 2, health: 5)
Moved: darden370 (distance: 132, speed: 6, health: 1)
Moved: garcia371 (distance: 267, speed: 8, health: 2)
Moved: cris372 (distance: 153, speed: 2, health: 2)
Moved: bing373 (distance: 230, speed: 4, health: 4)
Moved: will374 (distance: 203, speed: 3, health: 4)
Moved: paoletti378 (distance: 65, speed: 2, health: 2)
Moved: darden379 (distance: 157, speed: 5, health: 2)
Moved: garcia380 (distance: 193, speed: 9, health: 3)
Moved: cris381 (distance: 274, speed: 7, health: 4)
Moved: bing382 (distance: 215, speed: 1, health: 1)
Moved: will383 (distance: 105, speed: 1, health: 3)
Moved: darden388 (distance: 175, speed: 3, health: 4)
Moved: garcia389 (distance: 130, speed: 3, health: 1)
Moved: will392 (distance: 236, speed: 3, health: 1)
Moved: fee393 (distance: 182, speed: 10, health: 3)
Created: bing400 (distance: 209, speed: 6, health: 4)
Created: will401 (distance: 83, speed: 3, health: 4)
Created: fee402 (distance: 34, speed: 2, health: 2)
Created: noah403 (distance: 226, speed: 8, health: 5)
Created: potatobot404 (distance: 10, speed: 4, health: 1)
Created: paoletti405 (distance: 204, speed: 6, health: 2)
Created: darden406 (distance: 282, speed: 3, health: 1)
Created: garcia407 (distance: 110, speed: 10, health: 3)
Created: cris408 (distance: 15, speed: 4, health: 2)
Created: bing409 (distance: 177, speed: 6, health: 5)
Created: will410 (distance: 272, speed: 5, health: 4)
Created: fee411 (distance: 69, speed: 7, health: 2)
Created: noah412 (distance: 36, speed: 1, health: 4)
Created: potatobot413 (distance: 139, speed: 3, health: 2)
Created: paoletti414 (distance: 76, speed: 7, health: 3)
Created: darden415 (distance: 235, speed: 6, health: 2)
Created: garcia416 (distance: 186, speed: 1, health: 3)
Created: cris417 (distance: 77, speed: 10, health: 2)
Created: bing418 (distance: 103, speed: 5, health: 5)
Created: will419 (distance: 204, speed: 4, health: 3)
Created: fee420 (distance: 287, speed: 6, health: 4)
Created: noah421 (distance: 49, speed: 9, health: 2)
Created: potatobot422 (distance: 191, speed: 3, health: 4)
Created: paoletti423 (distance: 249, speed: 5, health: 1)
Created: darden424 (distance: 111, speed: 1, health: 5)
Created: garcia425 (distance: 76, speed: 4, health: 1)
